date,close,volume,open,high,low
8/21/14,91.15,8315128,90.68,91.808,90.67
8/20/14,90.75,13394130,88.17,91.07,88.08
8/19/14,88.23,18230060,86.9,88.99,86.57
8/18/14,83.59,9470539,84.21,84.62,83.293
8/15/14,83.69,5383543,84.035,84.09,82.845
8/14/14,83.86,4922998,83.09,83.965,82.74
8/13/14,83.12,4498611,82.98,83.385,82.74
8/12/14,82.92,3657060,82.75,83.09,82.68
8/11/14,82.88,3951965,82.61,83.07,82.5
8/8/14,82.43,7226493,81.07,82.46,80.88
8/7/14,80.47,4045922,80.75,81.07,80.29
8/6/14,80.52,4228246,79.94,81.02,79.85
8/5/14,80.03,5895423,79.78,80.86,79.78
8/4/14,80.03,7022543,79.7,80.25,79.66
8/1/14,79.75,8700584,80.56,81.0799,79.74
7/31/14,80.85,5748862,81.09,81.58,80.85
7/30/14,81.76,5807328,81.5,81.85,81.07
7/29/14,80.98,4536457,81.21,81.81,80.89
7/28/14,81.07,3441091,81.2,81.34,80.66
7/25/14,81.03,4680092,81.1,81.3,80.89
7/24/14,81.2,4358872,81.19,81.54,80.89
7/23/14,81.02,3624880,80.46,81.09,80.21
7/22/14,80.54,6336052,80.36,80.75,80.2
7/21/14,79.71,4112787,80.01,80.03,79.525
7/18/14,80.08,5323227,79.8,80.28,79.45
7/17/14,79.55,7697331,79.45,79.88,79.23
7/16/14,79.66,9033661,80.04,80.24,79.38
7/15/14,79.86,6051871,79.5,80.06,79.42
7/14/14,79.46,7657163,79.92,80.06,79.19
7/11/14,79.61,4746427,79.59,79.9,79.21
7/10/14,79.4,11530910,79.05,79.58,77.95
7/9/14,80.73,6978811,81.11,81.23,80.175
7/8/14,80.76,7322874,81.42,81.53,80.55
7/7/14,81.42,6071028,81.73,82.09,81.14
7/3/14,82.05,2764040,82.07,82.35,81.8
7/2/14,81.98,4185721,81.84,82.18,81.62
7/1/14,81.82,5234564,81.32,81.97,81.22
6/30/14,80.96,5045310,81.02,81.23,80.48
6/27/14,81.13,5010745,80.65,81.47,80.63
6/26/14,80.75,5165179,80.45,80.97,80.12
6/25/14,80.53,4486289,80.36,80.61,80.12
6/24/14,80.43,5579118,80.38,80.83,79.83
6/23/14,80.64,4920429,80.16,80.8,79.97
6/20/14,80.17,13661010,80.69,80.8,79.86
6/19/14,80.44,5095449,80.71,80.85,79.95
6/18/14,80.71,8071483,80.03,80.76,79.79
6/17/14,80.02,9587270,78.84,80.46,78.73
6/16/14,78.9,7164369,77.96,79.09,77.96
6/13/14,78.07,7971776,78.49,78.59,77.75
6/12/14,78.43,7643311,79.73,79.78,78.2
6/11/14,79.81,4918060,80.46,80.73,79.76
6/10/14,80.74,4238446,80.26,80.85,80.22
6/9/14,80.61,3718643,80.63,81.32,80.42
6/6/14,80.64,4460294,80.58,81.27,80.51
6/5/14,80.38,5666434,80.67,80.86,80.28
6/4/14,80.54,4959660,80.32,80.89,80.06
6/3/14,80.67,5477706,80.19,80.88,80.15
6/2/14,80.84,6817683,80.25,81.06,80.17
5/30/14,80.23,4528008,79.77,80.27,79.58
5/29/14,79.9,4408854,79.88,79.99,79.44
5/28/14,79.68,4002161,79.75,80,79.27
5/27/14,79.69,4760558,79.38,80,79.3
5/23/14,79.18,5003115,78.77,79.4,78.51
5/22/14,78.78,5265269,77.76,79.05,77.76
5/21/14,78.08,6693930,78.25,78.51,77.75
5/20/14,77.96,15431800,77.92,78.82,77.4
5/19/14,76.5,7733780,76.58,77.07,76.37
5/16/14,77.36,7037154,76.79,77.37,76.6576
5/15/14,76.24,6304743,76.05,76.29,75.32
5/14/14,76.31,6869972,77.33,77.37,76.17
5/13/14,77.27,5455195,78.36,78.675,77.04
5/12/14,78.27,4324168,77.82,78.44,77.7506
5/9/14,77.71,4345185,77.06,77.75,76.81
5/8/14,77.05,5484906,76.94,77.73,76.66
5/7/14,77.08,5378509,77.85,77.96,76.52
5/6/14,77.42,6470591,78.64,78.755,77.35
5/5/14,78.69,3520928,79.04,79.18,78.56
5/2/14,79.4,3738436,79.32,80.16,79.155
5/1/14,79.33,3936711,79.51,79.65,78.95
4/30/14,79.51,8524111,79.74,79.74,78.73
4/29/14,79.52,5146542,80.32,80.32,79.52
4/28/14,80.17,14562450,79.53,81.15,79.33
4/25/14,79.38,6381363,79.41,79.7,79.03
4/24/14,79.77,7271561,78.97,79.81,78.72
4/23/14,78.52,7496778,79.87,80.05,78.4401
4/22/14,79.67,11188380,78.74,80.23,78.63
4/21/14,77.96,6252090,78.35,78.35,77.67
4/17/14,77.09,6874985,76.26,77.68,75.91
4/16/14,76.58,6104612,76.42,76.58,75.8
4/15/14,75.89,7022929,76.29,76.4,74.61
4/14/14,75.97,8677247,76.3,76.86,75.51
4/11/14,75.7,8399109,76.62,77.06,75.65
4/10/14,76.78,6201531,77.62,78.22,76.7
4/9/14,77.76,8027604,77.24,77.93,77.14
4/8/14,77.11,7370955,76.91,77.44,76.42
4/7/14,77.13,11121260,78.69,78.69,77.03
4/4/14,78.72,6422002,79.64,79.7,78.49
4/3/14,79.4,5505425,79.95,80.02,78.98
4/2/14,79.95,6611747,79.54,80.76,79.485
4/1/14,79.38,6697614,79.24,80.29,79.24
3/31/14,79.13,5736200,79.21,79.33,78.84
3/28/14,78.72,5132162,78.92,79.5,78.49
3/27/14,78.68,5787123,78.63,79.02,78.37
3/26/14,78.87,6364569,79.49,79.78,78.7
3/25/14,79.47,5364047,80.05,80.09,79.1599
3/24/14,79.66,7574236,80.41,80.46,79.2
3/21/14,80.42,10086150,80.78,81.9,80.25
3/20/14,80.09,5097830,79.71,80.24,79.47
3/19/14,79.75,6568371,79.97,80.485,79.4
3/18/14,79.82,5032166,79.65,80.56,79.62
3/17/14,79.58,5547629,79.57,80.185,79.25
3/14/14,79.38,6724041,78.82,79.88,78.79
3/13/14,78.8,7665827,81.06,81.06,78.72
3/12/14,80.56,7048729,80.73,80.85,80.24
3/11/14,81.29,4667867,81.69,81.8499,81.05
3/10/14,82.18,4138981,82.44,82.54,81.73
3/7/14,82.55,5287667,82.61,82.67,82.04
3/6/14,82.41,6168357,82.78,82.89,82.23
3/5/14,82.91,5069930,82.91,83.2,82.575
3/4/14,82.87,6367641,82.89,83.2,82.71
3/3/14,82,8359542,80.73,82.0299,80.62
2/28/14,82.03,7239631,81.89,83.1,81.39
2/27/14,81.97,6040850,81.66,82.2,80.61
2/26/14,81.7,9737766,80.99,82.71,80.79
2/25/14,80.98,13421680,79.68,81,79.33
2/24/14,77.87,11739470,77.84,78.25,77.46
2/21/14,77.74,7764529,77.36,78.04,77.36
2/20/14,77.48,5852170,76.59,77.56,76.54
2/19/14,76.45,7767813,77.25,77.52,76.4
2/18/14,77.57,4954668,77.92,78.08,77.07
2/14/14,77.93,4754256,77.75,78.13,77.32
2/13/14,77.59,6586929,77.34,77.8654,76.94
2/12/14,77.28,7345888,76.91,77.33,76.67
2/11/14,76.7,6292925,76.44,76.99,76.17
2/10/14,76.41,6343565,76.56,76.59,75.88
2/7/14,76.45,6223654,76.17,76.6,75.85
2/6/14,76.16,6107123,75.19,76.2,75.17
2/5/14,75.26,10080320,74.73,75.545,73.96
2/4/14,74.97,9573437,75.51,75.85,74.17
2/3/14,75.09,9527012,76.64,76.73,74.93
1/31/14,76.85,10592160,76.2,77.47,75.85
1/30/14,76.93,6820872,77.23,77.76,76.6499
1/29/14,76.68,9195317,78.28,78.75,76.63
1/28/14,78.54,10586490,78.42,78.93,77.821
1/27/14,78.94,6591201,78.86,79.17,78.52
1/24/14,79.16,7120460,79.61,80,79.16
1/23/14,80.24,6386966,79.62,80.3,79.19
1/22/14,80.2,5821612,80.66,80.81,79.92
1/21/14,80.46,6932848,81.3,81.5,79.81
1/17/14,81,6177964,81.32,81.35,80.65
1/16/14,81.26,4871229,80.9,81.38,80.78
1/15/14,81.07,5196781,80.85,81.43,80.74
1/14/14,81.01,5217305,81.28,81.488,80.61
1/13/14,80.97,6952443,81.61,82.13,80.96
1/10/14,82.01,4980999,81.72,82.04,81.42
1/9/14,81.57,4966037,81.9,81.94,80.975
1/8/14,81.93,4662272,81.54,81.94,81.03
1/7/14,81.5,4630919,81.31,81.92,81.08
1/6/14,81.1,11188820,81.65,81.98,81.1
1/3/14,81.89,3897892,81.91,82.48,81.83
1/2/14,82.02,4253436,82.11,82.57,81.8
12/31/13,82.34,4493565,81.99,82.47,81.715
12/30/13,81.94,3526134,81.67,81.98,81.459
12/27/13,81.64,3961946,81.65,82.24,81.22
12/26/13,81.55,3848844,80.84,81.74,80.81
12/24/13,80.64,1819821,80.56,80.96,80.56
12/23/13,80.56,3941347,80.07,80.92,80.04
12/20/13,80.04,11232930,80.18,80.83,80.04
12/19/13,79.95,6620775,80.08,80.47,79.64
12/18/13,80.05,8170261,78.8,80.06,78.3101
12/17/13,78.62,6225973,79.31,79.37,78.61
12/16/13,79.1,7088525,79.21,79.76,78.93
12/13/13,79.01,6027082,79.09,79.57,78.52
12/12/13,78.53,8535166,78.99,79.2,78.28
12/11/13,79,7827675,78.38,79.81,78.38
12/10/13,78.61,7437628,79.32,79.93,78.4
12/9/13,79.6,5799770,79.91,80.6,79.53
12/6/13,79.84,5094551,79.08,80.05,78.81
12/5/13,78.54,6264911,78.32,79.54,78.27
12/4/13,78.4,7148759,78.15,78.75,77.7
12/3/13,78.71,7276894,78.96,79.48,78.31
12/2/13,79.77,5915591,80.45,80.75,79.52
11/29/13,80.67,3372554,80.88,81.39,80.63
11/27/13,80.66,5449999,80.34,80.75,80.12
11/26/13,80.35,9360711,80.21,80.9,80.09
11/25/13,79.75,5496060,79.3,80.04,79.3
11/22/13,79.18,7786247,79.6,79.82,78.78
11/21/13,79.83,5618639,80.06,80.06,79.36
11/20/13,79.75,7236910,80.73,80.73,79.38
11/19/13,80.38,12234410,82.22,82.27,80.26
11/18/13,79.67,8611705,80,80.4699,79.19
11/15/13,80.03,10400400,78.84,80.09,78.5626
11/14/13,78.94,6816478,78.14,79.34,78.06
11/13/13,77.6,7049386,75.69,77.69,75.69
11/12/13,76.18,6629223,75.84,76.59,75.72
11/11/13,75.37,5774005,75.27,75.6671,74.93
11/8/13,75.48,9215266,75.28,75.71,74.78
11/7/13,75.69,5392468,76.82,77.19,75.67
11/6/13,76.42,5065727,76.72,76.79,75.91
11/5/13,76.65,6035337,76.78,76.8,76.07
11/4/13,77,3906518,77.18,77.42,76.61
11/1/13,76.99,7178344,77.98,78.03,76.84
10/31/13,77.89,7560743,77.99,78.4461,77.52
10/30/13,77.88,7251856,77.68,78.6,77.52
10/29/13,77.5,7248015,76.45,77.55,76.39
10/28/13,76.06,7692306,76.15,76.4,75.8
10/25/13,76.25,5931374,76.55,76.61,76.01
10/24/13,76.78,7927389,75.42,76.84,75.41
10/23/13,75.08,5526080,74.54,75.41,74.51
10/22/13,74.86,6838493,75.04,75.125,74.5901
10/21/13,74.62,7552031,74.6,74.8,74.15
10/18/13,74.69,14334800,75.26,75.5,73.74
10/17/13,75.74,7176370,74.51,75.81,74.505
10/16/13,74.94,12857770,75.44,75.59,74.57
10/15/13,75.18,6645372,76.14,76.24,75.09
10/14/13,76.35,4119042,75.74,76.52,75.59
10/11/13,76.32,6919428,75.45,76.63,75.42
10/10/13,75.51,6092849,75.04,75.51,74.74
10/9/13,74.14,6817619,74.35,74.64,73.9
10/8/13,74.27,8997924,75.02,75.27,74.17
10/7/13,75.13,5087016,75.4,75.85,75.0939
10/4/13,75.78,4855790,75.8,76.245,75.48
10/3/13,75.88,6979725,76.4,76.83,75.51
10/2/13,76.32,5118372,75.86,76.38,75.44
10/1/13,76.26,4401271,75.88,76.42,75.64
9/30/13,75.85,6261690,75.18,76.08,74.96
9/27/13,75.96,4058704,75.65,76.094,75.38
9/26/13,76.07,3798205,75.62,76.42,75.62
9/25/13,75.52,6785628,75.88,76.31,75.26
9/24/13,76.04,5302955,75.8,76.79,75.58
9/23/13,75.91,6248835,76.46,76.76,75.765
9/20/13,77,14145790,78.81,78.81,77
9/19/13,78.51,7693716,77.84,78.72,77.64
9/18/13,77.37,10594320,75.77,77.98,75.35
9/17/13,75.8,6825612,75.64,76.15,75.57
9/16/13,75.54,8059689,76.05,76.29,75.2
9/13/13,75.11,4888448,75.33,75.41,74.84
9/12/13,75.4,6872191,75.18,75.74,74.97
9/11/13,75.04,6441482,74.66,75.11,74.16
9/10/13,74.6,6438730,73.96,74.65,73.7413
9/9/13,73.58,5781756,72.98,73.79,72.9
9/6/13,72.7,9968421,73.55,73.56,72.21
9/5/13,72.99,11039010,74.07,74.21,72.84
9/4/13,74.14,8271376,73.98,74.51,73.74
9/3/13,73.9,7793336,74.83,75.25,73.68
8/30/13,74.49,6331330,75.12,75.13,74.18
8/29/13,75.05,5704196,74.97,75.66,74.8
8/28/13,75.03,7076031,74.11,75.32,74.01
8/27/13,74.12,8262077,74.85,75.23,73.95
8/26/13,75.43,10362080,73.83,76.15,73.82
8/23/13,73.89,7740196,74.15,74.2,73.11
8/22/13,74,6668748,73.91,74.2,73.35
8/21/13,73.73,10788410,74.6,75.33,73.43
8/20/13,74.29,17033550,77.04,77.5,73.65
8/19/13,75.21,9169086,75.49,76.44,75.18
8/16/13,75.38,9138217,75.19,76.35,74.93
8/15/13,75.14,13701900,76.48,76.6,74.86
8/14/13,77.44,8648070,79.15,79.23,77.181
8/13/13,79.44,6956433,79.14,79.64,78.08
8/12/13,79.2,3844371,78.62,79.54,78.58
8/9/13,78.97,5299285,79.68,79.73,78.53
8/8/13,80.04,4467887,79.43,80.22,79.09
8/7/13,78.83,5322219,79.56,79.57,78.6
8/6/13,80.05,6311102,79.62,80.33,78.74
8/5/13,79.66,3578466,79.95,79.9548,79.37
8/2/13,80.23,5931019,78.64,80.5,78.5
8/1/13,78.64,6727052,79.52,79.97,78.61
7/31/13,79.03,5914986,78.69,79.73,78.69
7/30/13,78.6,4813374,79.17,79.27,78.52
7/29/13,78.67,5178957,78.64,78.98,78.37
7/26/13,78.74,5577505,78.42,79.37,78.25
7/25/13,78.99,9966049,80.09,80.1,77.89
7/24/13,80.27,4814193,80.45,80.47,79.58
7/23/13,80.19,4984877,80.14,80.47,79.86
7/22/13,80,5957715,79.98,80.06,79.25
7/19/13,79.89,5885347,79.95,80.12,79.42
7/18/13,80.02,5297553,80.33,80.45,79.96
7/17/13,80.44,5702336,80.76,81.23,80.3901
7/16/13,80.22,5032677,80.41,80.69,79.84
7/15/13,80.4,5041578,80.63,81.15,80.17
7/12/13,80.54,5178396,79.92,80.75,79.92
7/11/13,79.86,6846479,80.27,80.68,79.58
7/10/13,79.4,5460770,79.67,79.7,78.61
7/9/13,79.7,4987045,79.54,80.15,79.33
7/8/13,79.22,6051852,78.56,79.54,78.54
7/5/13,78.29,4991875,77.91,78.56,77.4
7/3/13,77.73,3034831,76.99,77.99,76.92
7/2/13,77.31,6887888,77.29,78.12,76.96
7/1/13,76.87,7470940,77.63,77.8099,76.63
6/28/13,77.47,12488980,76.16,77.79,75.92
6/27/13,76.27,6682118,75.99,76.82,75.8
6/26/13,75.67,7389729,74.79,75.87,74.58
6/25/13,74.14,8522636,74.07,74.725,73.8
6/24/13,73.51,10213650,72.9,74.02,72.41
6/21/13,73.82,15552430,74.49,74.69,73.02
6/20/13,73.87,12366110,75.43,75.43,73.8
6/19/13,75.93,8027510,77.07,77.27,75.92
6/18/13,77.19,6421678,76.12,77.37,76.12
6/17/13,76.14,9315859,77.08,77.48,75.69
6/14/13,76.59,8612697,76.22,76.95,76.07
6/13/13,76.53,9193759,76.35,76.83,76.08
6/12/13,76.4,7360081,78.04,78.3,76.36
6/11/13,77.61,5979343,77.23,78.53,76.96
6/10/13,77.73,7627817,78.94,79.68,77.53
6/7/13,78.74,6556046,77.73,78.97,77.59
6/6/13,77.26,11514410,75.02,77.37,75.01
6/5/13,75.1,8760727,76.11,76.85,74.905
6/4/13,76.63,8791664,78.5,78.82,76.08
6/3/13,79.08,6191721,78.65,79.08,78.05
5/31/13,78.66,6910261,79.54,80.38,78.66
5/30/13,79.44,5446422,79.55,80.1,79.13
5/29/13,79.49,7126628,79.38,79.87,79.09
5/28/13,79.82,7701856,79.94,80.63,79.49
5/24/13,78.99,6188201,78.5,79.39,78.31
5/23/13,78.91,9617339,78.89,79.25,77.7901
5/22/13,79.69,14829750,79.26,81.56,79.18
5/21/13,78.71,14105240,79.33,79.47,78.06
5/20/13,76.76,8795673,76.77,77,76.5
5/17/13,76.86,8605502,76.34,77.15,76.2
5/16/13,76.75,8291125,77.5,78.54,76.69
5/15/13,77.88,6705780,77.6,78.25,77.436
5/14/13,77.32,6071714,76.78,77.42,76.75
5/13/13,76.67,4465950,76.01,76.85,75.95
5/10/13,76.01,5170939,76.14,76.2,75.41
5/9/13,75.87,6336943,75.36,76.18,75.36
5/8/13,75.42,6533366,75.19,75.5,74.92
5/7/13,75.07,5582351,75.24,75.2841,74.5962
5/6/13,75.26,5731178,73.88,75.37,73.88
5/3/13,73.96,4950201,73.72,74.41,73.72
5/2/13,73.33,3708843,72.77,73.48,72.53
5/1/13,72.76,5554634,73.18,73.59,72.64
4/30/13,73.35,6602008,73.5,74.01,73.22
4/29/13,73.67,4514473,73.44,74.02,73.39
4/26/13,73.35,4976019,73.24,73.69,73.13
4/25/13,73.37,5619682,73.31,73.79,73.201
4/24/13,73.28,6248256,73.55,73.85,73.26
4/23/13,73.38,7885748,74.14,74.59,72.63
4/22/13,73.86,7132638,73.92,74.22,73.24
4/19/13,74,9566824,72.92,74.275,72.72
4/18/13,72.48,7477825,72.67,72.9,72.29
4/17/13,72.8,8838675,72.22,72.97,71.94
4/16/13,72.46,8120152,72.55,72.8,72.03
4/15/13,72.23,8360751,73.35,74.19,72.2101
4/12/13,73.62,10467930,72.41,73.66,72.15
4/11/13,71.9,7626521,71.83,72.6,71.733
4/10/13,71.69,5423590,71.4,71.785,70.97
4/9/13,71.2,5994935,71.23,71.57,70.95
4/8/13,71.22,6097143,69.78,71.25,69.78
4/5/13,70.06,6978550,70,70.25,69.61
4/4/13,70.69,6613010,70.36,70.8,70.08
4/3/13,70.36,7793895,70.85,70.94,70.02
4/2/13,71.02,7284076,69.9,71.05,69.83
4/1/13,69.67,5359503,69.51,70.77,69.51
3/28/13,69.78,6725614,69.44,69.96,69.33
3/27/13,69.65,4156287,69.21,69.7,69
3/26/13,70.05,4661146,69.66,70.4,69.55
3/25/13,69.47,6956063,69.8,70.36,69.27
3/22/13,69.56,5244658,69.23,69.57,68.8028
3/21/13,68.95,8036310,68.65,69.31,68.42
3/20/13,68.88,6108547,69.39,69.55,68.835
3/19/13,68.79,7654770,69.55,69.74,68.56
3/18/13,69.35,5984683,68.45,69.91,68.45
3/15/13,69.05,11264740,70.03,70.19,69.05
3/14/13,70.24,6290453,70.87,70.96,70.18
3/13/13,70.76,5826927,70.79,70.94,70.35
3/12/13,70.75,4449825,70.9,71.14,70.46
3/11/13,71.32,4902463,71.32,71.38,71
3/8/13,71.37,6472126,70.59,71.45,70.39
3/7/13,70.25,4997087,70.4,70.5,69.94
3/6/13,70.48,5275314,70.47,70.959,70.275
3/5/13,70.47,8311263,70.58,70.965,70.12
3/4/13,70.29,8375024,68.95,70.3,68.93
3/1/13,69.03,6241992,68.38,69.115,68.09
2/28/13,68.5,8705215,67.91,69.1876,67.86
2/27/13,68.06,14170760,67.58,68.28,67.37
2/26/13,67.56,22792740,65.56,68,65.49
2/25/13,63.92,10267110,65.96,66.55,63.82
2/22/13,65.58,7500982,64.8,65.74,64.5
2/21/13,64.38,10613880,65.86,65.92,64.29
2/20/13,66.44,5598632,67.44,67.6,66.37
2/19/13,67.55,5454681,67.63,67.92,66.95
2/15/13,67.52,8132222,67.52,67.989,66.8
2/14/13,67.34,5403007,67.13,67.47,66.96
2/13/13,67.45,3668587,67.52,67.67,67.18
2/12/13,67.32,4932264,66.7,67.43,66.52
2/11/13,66.38,3951317,66.87,66.98,66.225
2/8/13,67.01,4457840,66.55,67.02,66.41
2/7/13,66.31,5743781,66.65,66.6961,65.83
2/6/13,66.67,5184219,66.04,66.7225,66
2/5/13,66.39,7111841,66.63,66.93,66.31
2/4/13,66.36,4728689,66.86,67.22,66.32
2/1/13,67.3,4984038,67.62,67.74,67.205